H2O2_uM,fold_enhancement,k2_eff_Minv_sinv,t5_seconds,t5_minutes
0.0020944511431514688,1,10.0,2449008.8754407912,40816.81459067985
0.002143402233514859,1,10.0,2393078.330586474,39884.638843107896
0.0021934973989050557,1,10.0,2338425.129346177,38973.75215576962
0.002244763378413224,1,10.0,2285020.099704617,38083.668328410284
0.002297227536071156,1,10.0,2232834.7358779777,37213.91226463296
0.0023509178754572845,1,10.0,2181841.1830984675,36364.01971830779
0.002405863054644067,1,10.0,2132012.2227463657,35533.53704577276
0.0024620924014946304,1,10.0,2083321.2578217054,34722.02096369509
0.0025196359293170136,1,10.0,2035742.2987476776,33929.03831246129
0.002578524352884276,1,10.0,1989249.9494982515,33154.165824970856
0.0026387891048289293,1,10.0,1943819.3940427036,32396.989900711727
0.002700462352420682,1,10.0,1899426.3830996018,31657.106384993363
0.002763577014736163,1,10.0,1856047.2211934184,30934.12035322364
0.0028281667802300295,1,10.0,1813658.7540066724,30227.645900111205
0.0028942661247167516,1,10.0,1772238.356020921,29537.305933682015
0.0029619103297725594,1,10.0,1731763.9184400735,28862.731974001224
0.003031135501567576,1,10.0,1692213.837389448,28203.563956490798
0.0031019785901381,1,10.0,1653567.0023843395,27559.45003973899
0.0031744774091091873,1,10.0,1615802.7850620097,26930.046417700163
0.0032486706558783746,1,10.0,1578901.0281709183,26315.017136181974
0.003324597932270945,1,10.0,1542842.0348115142,25714.033913525236
0.003402299765678064,1,10.0,1507606.5579226832,25126.775965378052
0.0034818176306889667,1,10.0,1473175.7900083037,24552.929833471728
0.0035631939712285916,1,10.0,1439531.3530984847,23992.189218308078
0.003646472223212745,1,10.0,1406655.2889400136,23444.254815666893
0.003731696837732755,1,10.0,1374530.0494108342,22908.834156847235
0.0038189133047818466,1,10.0,1343138.4871534987,22385.641452558313
0.003908168177536264,1,10.0,1312463.846422449,21874.39744037415
0.00399950909720367,1,10.0,1282489.7541404075,21374.82923567346
0.004092984818452434,1,10.0,1253200.2111589722,20886.67018598287
0.004188645235435271,1,10.0,1224579.5837187998,20409.659728646664
0.004286541408420934,1,10.0,1196612.59510487,19943.543251747833
0.004386725591048495,1,10.0,1169284.3174922802,19488.07195820467
0.004489251258218608,1,10.0,1142580.1639782668,19043.002732971112
0.004594173134636486,1,10.0,1116485.880796244,18608.09801327073
0.00470154722402213,1,10.0,1090987.5397076122,18183.125661793536
0.004811430839003264,1,10.0,1066071.530567329,17767.858842788813
